date,channel,campaign_name,spend,impressions,clicks,conversions,revenue
2025-09-14,Meta Ads,Engagement_Campaign,8621.51,127279,3818,165,30898.24
2025-09-14,Meta Ads,Conversion_Ads,4722.13,81752,2564,60,11073.61
2025-09-14,Instagram,Influencer_Collab,7641.65,127548,4846,151,16527.01
2025-09-14,Instagram,Story_Ads,9255.85,107680,2522,63,19365.12
2025-09-14,Instagram,Reels_Promotion,6277.0,89017,2227,52,21286.01
2025-09-14,Instagram,Feed_Campaign,8300.93,93170,2251,54,18864.19
2025-09-14,LinkedIn,B2B_Campaign,4362.8,30422,324,12,13462.18
2025-09-14,LinkedIn,Thought_Leadership,3790.77,15658,341,17,14608.28
2025-09-14,LinkedIn,Lead_Gen_Q3,3623.97,35565,560,17,13852.62
2025-09-14,LinkedIn,Lead_Gen_Q4,4512.97,28834,493,27,23529.39
2025-09-14,Email,Newsletter_Promo,3743.34,47587,2722,229,30505.39
2025-09-14,Email,Welcome_Series,2741.49,53342,3727,310,15904.69
2025-09-14,Email,Cart_Abandonment,2284.19,53918,2527,103,15763.55
2025-09-14,Email,Re_engagement,2559.61,89566,5658,510,16008.11
2025-09-14,SEO,Content_Marketing,2162.65,160699,3572,246,15028.0
2025-09-14,SEO,Link_Building,4254.82,177584,3663,154,26523.64
2025-09-14,SEO,Technical_SEO,3425.04,170688,3374,175,20783.25
2025-09-14,SEO,Local_SEO,5090.0,83236,2317,147,23832.91
2025-09-14,Influencer,Micro_Influencers,24537.36,318796,8047,228,57915.07
2025-09-14,Influencer,Macro_Influencers,19376.25,410316,7649,261,58535.28
2025-09-14,Influencer,Brand_Ambassadors,10855.71,266830,7747,149,44984.6
2025-09-14,Influencer,UGC_Campaign,25625.01,255055,2975,85,67677.78
2025-09-15,Google Ads,Search_Q3,18960.93,155251,3059,132,61902.25
2025-09-15,Google Ads,Search_Q4,14203.78,143952,2497,89,58485.47
2025-09-15,Google Ads,Display_Retargeting,13064.76,169123,3959,111,39913.44
2025-09-15,Google Ads,Shopping_Campaign,21067.78,203000,4373,172,53904.0
2025-09-15,Meta Ads,Retargeting_Aug,13417.24,186806,4586,127,31704.24
2025-09-15,Meta Ads,Prospecting_Q3,8320.07,270641,5791,177,19181.25
2025-09-15,Meta Ads,Engagement_Campaign,6450.79,226264,5515,175,17328.43
2025-09-15,Meta Ads,Conversion_Ads,14937.01,121964,1996,60,41413.75
2025-09-15,Instagram,Influencer_Collab,7722.09,268404,8394,298,21250.23
2025-09-15,Instagram,Story_Ads,5803.94,182943,7226,216,19022.57
2025-09-15,Instagram,Reels_Promotion,5080.94,239187,3812,111,18582.97
2025-09-15,Instagram,Feed_Campaign,15652.61,244327,6463,249,50283.97
2025-09-15,LinkedIn,B2B_Campaign,3163.44,40560,460,19,12747.89
2025-09-15,LinkedIn,Thought_Leadership,6060.01,35984,370,15,30551.83
2025-09-15,LinkedIn,Lead_Gen_Q3,6518.47,35211,742,42,21936.22
2025-09-15,LinkedIn,Lead_Gen_Q4,3020.74,52134,1021,60,15715.58
2025-09-15,Email,Newsletter_Promo,2721.71,82404,2586,141,19347.69
2025-09-15,Email,Welcome_Series,2811.21,84580,5678,322,21020.36
2025-09-15,Email,Cart_Abandonment,1082.06,73093,4934,402,9703.1
2025-09-15,Email,Re_engagement,1689.25,79855,3711,246,14357.49
2025-09-15,SEO,Content_Marketing,5263.15,164717,3869,251,22153.48
2025-09-15,SEO,Link_Building,6387.3,92779,2458,124,46578.85
2025-09-15,SEO,Technical_SEO,1762.8,95790,3939,180,8279.96
2025-09-15,SEO,Local_SEO,3836.37,100121,4276,258,22127.82
2025-09-15,Influencer,Micro_Influencers,27767.41,289583,3233,58,82674.42
2025-09-15,Influencer,Macro_Influencers,11138.05,434269,11003,199,37815.6
2025-09-15,Influencer,Brand_Ambassadors,22428.98,432383,11947,284,87283.77
2025-09-15,Influencer,UGC_Campaign,19242.9,315811,3882,57,62149.58
2025-09-16,Google Ads,Search_Q3,11764.06,83576,2044,42,43415.89
2025-09-16,Google Ads,Search_Q4,15548.71,244698,4816,105,56027.85
2025-09-16,Google Ads,Display_Retargeting,19775.35,249464,4641,137,85297.15
2025-09-16,Google Ads,Shopping_Campaign,10677.39,184622,3344,71,34109.74
2025-09-16,Meta Ads,Retargeting_Aug,9182.74,220357,7452,188,35104.99
2025-09-16,Meta Ads,Prospecting_Q3,6664.32,192242,2618,113,24875.92
2025-09-16,Meta Ads,Engagement_Campaign,13895.4,246540,6630,292,50411.34
2025-09-16,Meta Ads,Conversion_Ads,17095.9,188255,2765,89,41948.99
2025-09-16,Instagram,Influencer_Collab,11517.43,230973,7059,107,27074.17
2025-09-16,Instagram,Story_Ads,10404.63,338615,8326,213,34194.33
2025-09-16,Instagram,Reels_Promotion,11641.72,188753,4769,97,43526.51
2025-09-16,Instagram,Feed_Campaign,6436.98,205522,3215,66,21916.94
2025-09-16,LinkedIn,B2B_Campaign,3926.58,24362,356,9,11893.09
2025-09-16,LinkedIn,Thought_Leadership,7322.7,53401,1111,61,34010.82
2025-09-16,LinkedIn,Lead_Gen_Q3,3093.06,53879,1068,56,12907.01
2025-09-16,LinkedIn,Lead_Gen_Q4,4104.25,56503,1027,60,13217.2
2025-09-16,Email,Newsletter_Promo,1522.13,56943,3964,203,8726.84
2025-09-16,Email,Welcome_Series,3995.39,41985,3012,186,33743.68
2025-09-16,Email,Cart_Abandonment,2574.79,112130,8556,346,14840.94
2025-09-16,Email,Re_engagement,1601.15,93545,6961,470,12207.82
2025-09-16,SEO,Content_Marketing,2536.75,154645,6822,277,14540.37
2025-09-16,SEO,Link_Building,1973.64,122687,3873,138,10948.24
2025-09-16,SEO,Technical_SEO,3337.58,117838,3984,120,22240.03
2025-09-16,SEO,Local_SEO,5421.58,97617,1896,114,39811.27
2025-09-16,Influencer,Micro_Influencers,12803.03,247057,3378,85,28398.04
2025-09-16,Influencer,Macro_Influencers,15123.88,359103,7613,159,44383.66
2025-09-16,Influencer,Brand_Ambassadors,19242.22,151759,1755,56,38682.12
2025-09-16,Influencer,UGC_Campaign,22136.07,426011,6566,134,73847.87
2025-09-17,Google Ads,Search_Q3,20343.93,240123,5952,134,78086.28
2025-09-17,Google Ads,Search_Q4,13744.25,160019,1757,45,56090.66
2025-09-17,Google Ads,Display_Retargeting,14355.42,131282,2321,105,57392.94
2025-09-17,Google Ads,Shopping_Campaign,11812.42,99975,1503,71,43270.99
2025-09-17,Meta Ads,Retargeting_Aug,12401.76,203314,4151,165,40263.21
2025-09-17,Meta Ads,Prospecting_Q3,7400.97,114522,2788,120,20846.34
2025-09-17,Meta Ads,Engagement_Campaign,16434.49,235178,4162,78,39503.49
2025-09-17,Meta Ads,Conversion_Ads,14741.93,127937,2627,82,53821.85
2025-09-17,Instagram,Influencer_Collab,6245.54,213464,5790,165,21691.07
2025-09-17,Instagram,Story_Ads,6888.46,305801,9884,285,22450.53
2025-09-17,Instagram,Reels_Promotion,9532.2,151831,4804,135,30034.77
2025-09-17,Instagram,Feed_Campaign,8717.99,328579,9753,167,24494.48
2025-09-17,LinkedIn,B2B_Campaign,7035.59,54353,811,45,24784.31
2025-09-17,LinkedIn,Thought_Leadership,5099.35,58741,1206,59,26104.83
2025-09-17,LinkedIn,Lead_Gen_Q3,3297.13,57329,715,22,11362.89
2025-09-17,LinkedIn,Lead_Gen_Q4,5140.62,31550,393,11,18504.57
2025-09-17,Email,Newsletter_Promo,2631.31,75348,3566,302,22701.06
2025-09-17,Email,Welcome_Series,3221.73,66560,4474,219,19188.99
2025-09-17,Email,Cart_Abandonment,1906.01,104616,4427,193,11361.69
2025-09-17,Email,Re_engagement,3547.98,90702,3869,283,26065.34
2025-09-17,SEO,Content_Marketing,5104.9,80314,3320,140,32821.75
2025-09-17,SEO,Link_Building,1588.69,98445,2706,140,6759.2
2025-09-17,SEO,Technical_SEO,5845.72,78311,2841,176,34878.89
2025-09-17,SEO,Local_SEO,5574.86,136041,3754,234,28049.66
2025-09-17,Influencer,Micro_Influencers,19424.26,373619,6567,124,59054.3
2025-09-17,Influencer,Macro_Influencers,24359.27,428976,8966,243,103255.02
2025-09-17,Influencer,Brand_Ambassadors,9970.94,219623,5310,164,41020.23
2025-09-17,Influencer,UGC_Campaign,16302.14,176801,3316,57,42161.09
2025-09-18,Google Ads,Search_Q3,18811.75,92839,2465,80,69455.39
2025-09-18,Google Ads,Search_Q4,9255.13,137351,1619,79,38080.45
2025-09-18,Google Ads,Display_Retargeting,14434.86,118012,3383,102,40734.73
2025-09-18,Google Ads,Shopping_Campaign,15884.3,240441,2422,65,69523.92
2025-09-18,Meta Ads,Retargeting_Aug,8053.03,111516,2800,115,25401.03
2025-09-18,Meta Ads,Prospecting_Q3,17934.77,219042,3001,134,54087.47
2025-09-18,Meta Ads,Engagement_Campaign,9448.83,195997,3723,75,20814.42
2025-09-18,Meta Ads,Conversion_Ads,11395.0,249004,6265,281,31606.24
2025-09-18,Instagram,Influencer_Collab,8085.01,156742,2994,66,27708.24
2025-09-18,Instagram,Story_Ads,14963.32,344270,7163,265,38767.85
2025-09-18,Instagram,Reels_Promotion,6241.25,320105,9892,189,17311.33
2025-09-18,Instagram,Feed_Campaign,8159.83,289462,7623,302,17123.74
2025-09-18,LinkedIn,B2B_Campaign,4788.09,41239,620,22,22834.16
2025-09-18,LinkedIn,Thought_Leadership,7698.58,60426,1164,63,32999.75
2025-09-18,LinkedIn,Lead_Gen_Q3,7424.97,33747,458,16,30159.83
2025-09-18,LinkedIn,Lead_Gen_Q4,4399.25,61387,759,21,18575.42
2025-09-18,Email,Newsletter_Promo,982.72,48843,2001,135,6895.14
2025-09-18,Email,Welcome_Series,3359.01,99157,5088,305,22195.13
2025-09-18,Email,Cart_Abandonment,3276.78,44165,1353,118,23494.55
2025-09-18,Email,Re_engagement,1218.82,58845,4509,412,9731.36
2025-09-18,SEO,Content_Marketing,4152.24,117642,5215,357,19737.43
2025-09-18,SEO,Link_Building,5961.08,75641,1797,102,32294.17
2025-09-18,SEO,Technical_SEO,6623.49,61571,1958,130,47453.32
2025-09-18,SEO,Local_SEO,2360.91,97662,3390,123,17442.59
2025-09-18,Influencer,Micro_Influencers,26294.99,200085,2485,34,111898.27
2025-09-18,Influencer,Macro_Influencers,11872.48,274885,5216,134,23669.99
2025-09-18,Influencer,Brand_Ambassadors,12535.17,429447,12096,362,23219.94
2025-09-18,Influencer,UGC_Campaign,14540.14,338387,5246,172,51057.72
2025-09-19,Google Ads,Search_Q3,9006.69,234530,6837,152,32106.33
2025-09-19,Google Ads,Search_Q4,12247.1,146782,1995,74,54082.69
2025-09-19,Google Ads,Display_Retargeting,15043.02,94095,2107,63,63358.95
2025-09-19,Google Ads,Shopping_Campaign,14085.49,112782,1558,67,42695.59
2025-09-19,Meta Ads,Retargeting_Aug,15206.8,129118,2504,76,62140.94
2025-09-19,Meta Ads,Prospecting_Q3,17180.78,129305,2617,57,55321.6
2025-09-19,Meta Ads,Engagement_Campaign,11526.99,261144,8719,247,36695.89
2025-09-19,Meta Ads,Conversion_Ads,16754.83,243274,2939,78,50994.14
2025-09-19,Instagram,Influencer_Collab,7526.88,165901,2645,82,18610.35
2025-09-19,Instagram,Story_Ads,5575.82,173125,6067,220,15999.92
2025-09-19,Instagram,Reels_Promotion,9576.78,344906,6902,140,24184.83
2025-09-19,Instagram,Feed_Campaign,6900.33,207254,7828,237,18917.28
2025-09-19,LinkedIn,B2B_Campaign,8032.7,23035,252,11,35841.84
2025-09-19,LinkedIn,Thought_Leadership,3021.52,37927,648,32,13666.27
2025-09-19,LinkedIn,Lead_Gen_Q3,4595.15,24927,348,10,24623.5
2025-09-19,LinkedIn,Lead_Gen_Q4,5460.96,34324,642,27,19862.01
2025-09-19,Email,Newsletter_Promo,3398.3,109372,6961,298,25426.52
2025-09-19,Email,Welcome_Series,3242.54,50920,2109,196,18062.33
2025-09-19,Email,Cart_Abandonment,3208.73,77901,4077,164,26850.31
2025-09-19,Email,Re_engagement,1951.44,83261,5317,436,17262.3
2025-09-19,SEO,Content_Marketing,4422.37,101963,4460,248,22304.34
2025-09-19,SEO,Link_Building,2195.55,159532,4431,249,12400.15
2025-09-19,SEO,Technical_SEO,2594.11,128219,2518,117,15339.37
2025-09-19,SEO,Local_SEO,3898.26,147327,5945,361,16122.6
2025-09-19,Influencer,Micro_Influencers,11882.58,310982,8924,278,48419.65
2025-09-19,Influencer,Macro_Influencers,14064.16,278834,5413,84,26495.25
2025-09-19,Influencer,Brand_Ambassadors,26938.06,222213,3288,45,116021.44
2025-09-19,Influencer,UGC_Campaign,19594.74,350111,9884,197,68151.87
2025-09-20,Google Ads,Search_Q3,5125.92,67050,1785,76,16409.53
2025-09-20,Google Ads,Search_Q4,7965.21,102422,1024,27,23230.25
2025-09-20,Google Ads,Display_Retargeting,6904.06,130202,2030,52,24223.08
2025-09-20,Google Ads,Shopping_Campaign,12071.42,72617,840,25,48228.99
2025-09-20,Meta Ads,Retargeting_Aug,7564.97,147114,5012,197,25778.44
2025-09-20,Meta Ads,Prospecting_Q3,7152.06,58567,2028,57,17912.02
2025-09-20,Meta Ads,Engagement_Campaign,8400.3,86408,2201,74,25969.19
2025-09-20,Meta Ads,Conversion_Ads,9620.05,84206,1879,61,33932.32
2025-09-20,Instagram,Influencer_Collab,8174.21,126483,3940,73,30071.01
2025-09-20,Instagram,Story_Ads,5528.19,172673,2677,53,15903.21
2025-09-20,Instagram,Reels_Promotion,8796.47,144761,5536,149,25358.54
2025-09-20,Instagram,Feed_Campaign,3790.33,182766,3869,145,13794.84
2025-09-20,LinkedIn,B2B_Campaign,4849.52,25709,449,23,15294.12
2025-09-20,LinkedIn,Thought_Leadership,3699.22,13464,201,6,12184.83
2025-09-20,LinkedIn,Lead_Gen_Q3,2906.56,23497,392,10,12091.2
2025-09-20,LinkedIn,Lead_Gen_Q4,2293.62,27064,458,20,10994.23
2025-09-20,Email,Newsletter_Promo,1873.95,101208,5226,360,14557.51
2025-09-20,Email,Welcome_Series,858.75,92319,5624,329,4980.99
2025-09-20,Email,Cart_Abandonment,1090.99,113857,7339,349,7362.58
2025-09-20,Email,Re_engagement,2695.95,106845,3438,186,23223.24
2025-09-20,SEO,Content_Marketing,1550.41,76181,3343,182,7621.58
2025-09-20,SEO,Link_Building,1868.45,53664,1320,86,10193.7
2025-09-20,SEO,Technical_SEO,5461.83,169377,4914,185,31732.76
2025-09-20,SEO,Local_SEO,6494.46,154568,3056,176,38977.42
2025-09-20,Influencer,Micro_Influencers,26149.26,186744,3862,124,76017.58
2025-09-20,Influencer,Macro_Influencers,17639.9,171138,2663,51,76765.86
2025-09-20,Influencer,Brand_Ambassadors,13653.35,288260,6752,106,42508.26
2025-09-20,Influencer,UGC_Campaign,22770.78,410056,9236,252,48751.45
2025-09-21,Google Ads,Search_Q3,12744.52,61522,1568,43,55657.69
2025-09-21,Google Ads,Search_Q4,10847.66,124888,1796,59,40522.8
2025-09-21,Google Ads,Display_Retargeting,11267.78,58603,1713,80,34261.91
2025-09-21,Google Ads,Shopping_Campaign,11711.19,100869,1940,57,42885.64
2025-09-21,Meta Ads,Retargeting_Aug,8855.2,100846,2669,98,32075.69
2025-09-21,Meta Ads,Prospecting_Q3,3974.16,152011,3426,85,10664.77
2025-09-21,Meta Ads,Engagement_Campaign,7077.7,155098,3210,122,16941.45
2025-09-21,Meta Ads,Conversion_Ads,7027.61,167052,4964,117,22508.61
2025-09-21,Instagram,Influencer_Collab,4541.92,128519,4434,152,10948.66
2025-09-21,Instagram,Story_Ads,9086.67,153774,3767,103,28069.89
2025-09-21,Instagram,Reels_Promotion,6695.28,139123,3843,74,23185.21
2025-09-21,Instagram,Feed_Campaign,6575.62,90089,3076,117,24363.67
2025-09-21,LinkedIn,B2B_Campaign,2919.9,16015,244,7,15539.02
2025-09-21,LinkedIn,Thought_Leadership,2296.83,18969,259,9,11359.18
2025-09-21,LinkedIn,Lead_Gen_Q3,3213.22,16903,198,8,10276.28
2025-09-21,LinkedIn,Lead_Gen_Q4,3735.16,26856,483,27,19658.47
2025-09-21,Email,Newsletter_Promo,3827.44,59577,2179,126,33041.52
2025-09-21,Email,Welcome_Series,3910.57,108745,3860,373,27302.63
2025-09-21,Email,Cart_Abandonment,829.79,75391,2435,176,5547.1
2025-09-21,Email,Re_engagement,2314.99,89053,6540,521,16249.31
2025-09-21,SEO,Content_Marketing,6006.85,167725,3561,182,30008.97
2025-09-21,SEO,Link_Building,1758.84,136911,5653,206,12036.53
2025-09-21,SEO,Technical_SEO,6193.68,168864,4249,281,31726.01
2025-09-21,SEO,Local_SEO,4537.86,56565,1085,63,25210.9
2025-09-21,Influencer,Micro_Influencers,13125.85,207124,4846,58,52187.15
2025-09-21,Influencer,Macro_Influencers,9584.99,207446,3676,85,26440.07
2025-09-21,Influencer,Brand_Ambassadors,14414.24,439174,10027,125,42687.41
2025-09-21,Influencer,UGC_Campaign,25500.17,240436,2859,84,87624.64
2025-09-22,Google Ads,Search_Q3,15984.38,89108,1141,44,46604.82
2025-09-22,Google Ads,Search_Q4,15056.98,172629,2705,131,63012.38
2025-09-22,Google Ads,Display_Retargeting,18113.23,93258,1130,39,51105.15
2025-09-22,Google Ads,Shopping_Campaign,21695.72,106948,2112,65,81983.2
2025-09-22,Meta Ads,Retargeting_Aug,7548.44,171760,3146,132,17219.29
2025-09-22,Meta Ads,Prospecting_Q3,16964.73,248268,4678,183,38381.47
2025-09-22,Meta Ads,Engagement_Campaign,17602.39,190053,3606,100,41063.04
2025-09-22,Meta Ads,Conversion_Ads,17872.19,97465,2637,78,73237.24
2025-09-22,Instagram,Influencer_Collab,7706.0,242379,6558,213,16355.36
2025-09-22,Instagram,Story_Ads,7131.68,169349,5665,111,21625.29
2025-09-22,Instagram,Reels_Promotion,7367.68,318173,12267,343,19407.62
2025-09-22,Instagram,Feed_Campaign,7574.64,131449,2854,89,22424.8
2025-09-22,LinkedIn,B2B_Campaign,8086.63,37643,666,28,33834.1
2025-09-22,LinkedIn,Thought_Leadership,4299.54,40107,585,29,22958.37
2025-09-22,LinkedIn,Lead_Gen_Q3,4644.2,22772,340,14,15115.89
2025-09-22,LinkedIn,Lead_Gen_Q4,7058.6,62367,1324,42,36446.95
2025-09-22,Email,Newsletter_Promo,3054.38,76307,4351,395,21931.89
2025-09-22,Email,Welcome_Series,1994.26,79459,4684,240,17256.68
2025-09-22,Email,Cart_Abandonment,2957.4,90661,3170,241,17517.75
2025-09-22,Email,Re_engagement,1051.83,82184,4120,310,6113.53
2025-09-22,SEO,Content_Marketing,3870.41,72722,3247,170,24793.96
2025-09-22,SEO,Link_Building,3289.8,62316,2763,114,18039.05
2025-09-22,SEO,Technical_SEO,5074.25,53210,2121,109,25238.1
2025-09-22,SEO,Local_SEO,1838.84,71124,2999,172,8963.71
2025-09-22,Influencer,Micro_Influencers,9312.02,357184,7660,163,25903.72
2025-09-22,Influencer,Macro_Influencers,12336.29,350883,10320,165,42094.07
2025-09-22,Influencer,Brand_Ambassadors,16483.7,284006,4283,132,51267.44
2025-09-22,Influencer,UGC_Campaign,18868.12,241428,3292,46,70342.65
2025-09-23,Google Ads,Search_Q3,10747.28,197312,3513,114,36952.96
2025-09-23,Google Ads,Search_Q4,13147.92,97105,1572,62,50377.16
2025-09-23,Google Ads,Display_Retargeting,12007.14,158217,2194,57,30571.31
2025-09-23,Google Ads,Shopping_Campaign,20554.45,115820,1685,47,56623.73
2025-09-23,Meta Ads,Retargeting_Aug,13671.15,104277,1573,55,39363.63
2025-09-23,Meta Ads,Prospecting_Q3,14495.37,195910,3504,124,35260.67
2025-09-23,Meta Ads,Engagement_Campaign,12436.92,173058,3142,107,49034.64
2025-09-23,Meta Ads,Conversion_Ads,17986.86,205474,4378,105,48819.79
2025-09-23,Instagram,Influencer_Collab,10274.0,204473,7738,187,27454.19
2025-09-23,Instagram,Story_Ads,9218.88,312422,9769,296,23982.52
2025-09-23,Instagram,Reels_Promotion,13996.95,128823,4736,131,38027.62
2025-09-23,Instagram,Feed_Campaign,10468.84,273505,4189,154,29356.0
2025-09-23,LinkedIn,B2B_Campaign,4720.61,26806,379,16,18362.45
2025-09-23,LinkedIn,Thought_Leadership,6600.5,38677,830,38,32871.75
2025-09-23,LinkedIn,Lead_Gen_Q3,3412.39,37686,479,21,17488.52
2025-09-23,LinkedIn,Lead_Gen_Q4,3238.69,24048,478,15,14916.22
2025-09-23,Email,Newsletter_Promo,2537.21,106631,3865,184,18899.33
2025-09-23,Email,Welcome_Series,3828.41,73199,3392,259,33523.74
2025-09-23,Email,Cart_Abandonment,3478.17,119638,3724,174,26549.35
2025-09-23,Email,Re_engagement,3425.84,62819,2635,229,19518.16
2025-09-23,SEO,Content_Marketing,3531.6,115755,3834,226,18512.51
2025-09-23,SEO,Link_Building,4869.76,126098,4134,229,23901.13
2025-09-23,SEO,Technical_SEO,1965.57,65505,1576,78,13644.1
2025-09-23,SEO,Local_SEO,5357.11,152575,4192,193,28809.93
2025-09-23,Influencer,Micro_Influencers,11837.46,168364,3673,127,26639.5
2025-09-23,Influencer,Macro_Influencers,8933.7,383859,5777,179,33060.31
2025-09-23,Influencer,Brand_Ambassadors,26913.47,272678,6336,143,94266.84
2025-09-23,Influencer,UGC_Campaign,16991.98,206589,4164,100,67774.73
2025-09-24,Google Ads,Search_Q3,18297.29,192844,2365,98,64051.68
2025-09-24,Google Ads,Search_Q4,20517.39,236378,2624,117,52840.38
2025-09-24,Google Ads,Display_Retargeting,13140.37,172190,2231,94,33070.49
2025-09-24,Google Ads,Shopping_Campaign,10360.39,178735,4341,206,40519.42
2025-09-24,Meta Ads,Retargeting_Aug,14061.35,164924,1983,42,45968.09
2025-09-24,Meta Ads,Prospecting_Q3,14101.56,169315,4877,156,33115.43
2025-09-24,Meta Ads,Engagement_Campaign,8304.2,249599,7156,301,20221.68
2025-09-24,Meta Ads,Conversion_Ads,17882.67,129787,1592,71,49394.58
2025-09-24,Instagram,Influencer_Collab,12348.21,160636,4739,178,31813.02
2025-09-24,Instagram,Story_Ads,12372.79,163217,4997,116,29449.4
2025-09-24,Instagram,Reels_Promotion,8445.0,161133,6050,150,20618.49
2025-09-24,Instagram,Feed_Campaign,9932.49,193723,6511,255,27696.36
2025-09-24,LinkedIn,B2B_Campaign,7621.79,44766,456,22,31906.89
2025-09-24,LinkedIn,Thought_Leadership,6443.4,58366,826,46,31101.04
2025-09-24,LinkedIn,Lead_Gen_Q3,5536.19,46335,581,34,25476.71
2025-09-24,LinkedIn,Lead_Gen_Q4,3045.54,34718,580,15,8723.91
2025-09-24,Email,Newsletter_Promo,2240.08,66615,3458,192,13611.87
2025-09-24,Email,Welcome_Series,3005.26,81165,3247,192,22753.81
2025-09-24,Email,Cart_Abandonment,1031.13,51796,1743,154,8386.63
2025-09-24,Email,Re_engagement,3210.6,97306,6175,423,24875.64
2025-09-24,SEO,Content_Marketing,1710.99,130790,5101,255,8984.92
2025-09-24,SEO,Link_Building,3025.85,133564,4902,317,15728.88
2025-09-24,SEO,Technical_SEO,5733.75,122976,5144,262,33322.86
2025-09-24,SEO,Local_SEO,4678.32,147410,6492,213,19588.22
2025-09-24,Influencer,Micro_Influencers,26751.01,308962,6889,159,54916.48
2025-09-24,Influencer,Macro_Influencers,23361.79,374167,6074,115,94899.6
2025-09-24,Influencer,Brand_Ambassadors,9447.15,414331,6270,160,40879.56
2025-09-24,Influencer,UGC_Campaign,21562.45,274328,6526,129,54954.01
2025-09-25,Google Ads,Search_Q3,21953.57,207634,4753,145,57042.44
2025-09-25,Google Ads,Search_Q4,8434.8,174210,4397,158,35270.71
2025-09-25,Google Ads,Display_Retargeting,8467.97,142347,2098,70,22395.69
2025-09-25,Google Ads,Shopping_Campaign,21357.84,117953,3355,109,95491.93
2025-09-25,Meta Ads,Retargeting_Aug,12648.7,266858,3235,123,50671.97
2025-09-25,Meta Ads,Prospecting_Q3,7676.65,108263,2356,101,25216.05
2025-09-25,Meta Ads,Engagement_Campaign,12329.48,116813,1403,55,29284.35
2025-09-25,Meta Ads,Conversion_Ads,13606.2,263777,4431,159,32075.22
2025-09-25,Instagram,Influencer_Collab,11641.31,157704,5267,118,32992.68
2025-09-25,Instagram,Story_Ads,11593.74,159392,5346,120,37010.34
2025-09-25,Instagram,Reels_Promotion,6741.11,278267,5065,129,16481.82
2025-09-25,Instagram,Feed_Campaign,13232.13,180268,6677,249,31143.07
2025-09-25,LinkedIn,B2B_Campaign,6237.54,24684,332,16,28570.69
2025-09-25,LinkedIn,Thought_Leadership,6298.32,32866,436,12,29862.61
2025-09-25,LinkedIn,Lead_Gen_Q3,5621.78,50768,583,21,20813.97
2025-09-25,LinkedIn,Lead_Gen_Q4,2944.16,35324,679,38,12363.09
2025-09-25,Email,Newsletter_Promo,2257.61,42465,3140,128,19881.93
2025-09-25,Email,Welcome_Series,2365.49,67354,5133,212,17823.94
2025-09-25,Email,Cart_Abandonment,2556.58,57545,2960,234,20567.58
2025-09-25,Email,Re_engagement,802.29,114948,4394,237,5152.43
2025-09-25,SEO,Content_Marketing,1708.01,65996,2945,125,7521.31
2025-09-25,SEO,Link_Building,2088.45,143529,5895,237,8506.64
2025-09-25,SEO,Technical_SEO,2727.0,57347,1192,56,13102.46
2025-09-25,SEO,Local_SEO,4337.7,82954,3599,238,25956.02
2025-09-25,Influencer,Micro_Influencers,15088.48,264344,4820,138,45558.54
2025-09-25,Influencer,Macro_Influencers,25134.6,433228,7243,180,51693.14
2025-09-25,Influencer,Brand_Ambassadors,12009.38,274039,3870,124,26749.37
2025-09-25,Influencer,UGC_Campaign,17113.22,331709,7907,164,70961.12
2025-09-26,Google Ads,Search_Q3,15956.47,154716,1755,59,66083.27
2025-09-26,Google Ads,Search_Q4,16603.57,221467,4402,103,41961.87
2025-09-26,Google Ads,Display_Retargeting,12245.07,198658,5126,148,42751.31
2025-09-26,Google Ads,Shopping_Campaign,13895.66,149788,2190,52,40205.38
2025-09-26,Meta Ads,Retargeting_Aug,6663.99,127644,1558,54,18877.42
2025-09-26,Meta Ads,Prospecting_Q3,17677.74,126806,2530,69,39189.83
2025-09-26,Meta Ads,Engagement_Campaign,16070.5,96078,3230,135,52567.31
2025-09-26,Meta Ads,Conversion_Ads,12523.15,214217,4477,158,28672.21
2025-09-26,Instagram,Influencer_Collab,5594.52,225162,6471,240,12242.99
2025-09-26,Instagram,Story_Ads,14049.13,168310,4182,95,38217.56
2025-09-26,Instagram,Reels_Promotion,6655.45,235821,8263,215,19188.36
2025-09-26,Instagram,Feed_Campaign,14336.44,282393,7698,165,51508.94
2025-09-26,LinkedIn,B2B_Campaign,6031.31,30288,356,18,17606.56
2025-09-26,LinkedIn,Thought_Leadership,8355.72,26474,506,19,34500.63
2025-09-26,LinkedIn,Lead_Gen_Q3,7731.64,38342,595,15,21697.6
2025-09-26,LinkedIn,Lead_Gen_Q4,4170.88,49584,480,13,16306.45
2025-09-26,Email,Newsletter_Promo,2873.08,96965,3774,168,25258.37
2025-09-26,Email,Welcome_Series,1634.13,108267,7922,684,9953.35
2025-09-26,Email,Cart_Abandonment,3429.76,101540,6075,365,22014.88
2025-09-26,Email,Re_engagement,1190.05,80780,4787,294,8525.23
2025-09-26,SEO,Content_Marketing,3499.33,133330,5644,206,18668.68
2025-09-26,SEO,Link_Building,2274.78,131242,4945,332,11319.42
2025-09-26,SEO,Technical_SEO,6726.16,58224,1995,64,47945.48
2025-09-26,SEO,Local_SEO,4413.95,137015,5542,199,18251.99
2025-09-26,Influencer,Micro_Influencers,25577.62,244479,3075,70,87358.48
2025-09-26,Influencer,Macro_Influencers,8619.41,232468,2477,53,36346.07
2025-09-26,Influencer,Brand_Ambassadors,27653.05,341114,4513,148,88320.22
